,team1,home_away,team2,week,Game_Number,win1?,OT,points_1,points_2,point_differential,combined_points,spread,team1_covered_spread?,over_under,over_under_result?,pass_completions1,pass_attempts1,completion_percentage1,passing_yards1,passing_touchdowns1,interceptions1,times_sacked1,sack_yards_lost1,qbr1,rushing_attempts1,rushing_yards1,rushing_yards_per_attempt1,rushing_touchdowns1,total_yards1,offensive_plays1,yards_per_play_offense1,defensive_plays1,yards_allowed_per_defensive_play1,turnovers_lost1,time_of_possession1,pass_completions2,pass_attempts2,completion_percentage2,passing_yards2,passing_touchdowns2,interceptions2,times_sacked2,sack_yards_lost2,qbr2,rushing_attempts2,rushing_yards2,rushing_yards_per_attempt2,rushing_touchdowns2,total_yards2,turnovers2,penalty_yards1,penalty_yards2,Total_TD1,XPA_1,XPM_1,FGA1,FGM1,Sfty1,Total_TD2,XPA2,XPM2,FGA2,FGM2,Sfty2,game_date_time,time_of_possession2,team2_covered_spread?,offensive_plays2,yards_per_play_offense2,defensive_plays2,yards_allowed_per_defensive_play2,passing_yards_per_attempt1,passing_yards_per_attempt2
68,KAN,Away,NWE,14.0,13.0,1.0,0.0,23.0,16.0,7.0,39.0,3.0,1.0,49.5,-1.0,26.0,40.0,65.0,271.0,1.0,1.0,1.0,12.0,82.4,29.0,75.0,2.59,1.0,346.0,70.0,4.9429,62.0,4.4839,2.0,0.5725,20.0,37.0,54.1,184.0,1.0,1.0,3.0,20.0,65.6,22.0,94.0,4.27,1.0,278.0,1.0,136.0,25.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2019-12-08 04:25:00,0.4275,0.0,62.0,4.483870967741935,70.0,4.942857142857143,6.775,4.972972972972973
69,MIA,Away,NYJ,14.0,13.0,-1.0,0.0,21.0,22.0,-1.0,43.0,5.0,1.0,47.0,-1.0,21.0,37.0,56.8,240.0,0.0,1.0,2.0,5.0,65.1,26.0,122.0,4.69,0.0,362.0,65.0,5.5692,69.0,5.4203,1.0,0.5016666666666667,20.0,36.0,55.6,262.0,2.0,1.0,1.0,8.0,85.6,32.0,112.0,3.5,0.0,374.0,1.0,48.0,88.0,0.0,0.0,0.0,8.0,7.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,2019-12-08 01:00:00,0.4983333333333333,0.0,69.0,5.420289855072464,65.0,5.569230769230769,6.486486486486487,7.277777777777778
70,OAK,Home,TEN,14.0,13.0,-1.0,0.0,21.0,42.0,-21.0,63.0,3.0,0.0,47.0,1.0,25.0,34.0,73.5,258.0,2.0,0.0,2.0,4.0,114.6,24.0,97.0,4.04,1.0,355.0,60.0,5.9167,59.0,9.3559,1.0,0.5133333333333333,21.0,27.0,77.8,391.0,3.0,1.0,0.0,0.0,140.4,32.0,161.0,5.03,2.0,552.0,1.0,20.0,21.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,2019-12-08 04:25:00,0.4866666666666667,1.0,59.0,9.35593220338983,60.0,5.916666666666667,7.588235294117647,14.481481481481481
71,SEA,Away,LAR,14.0,13.0,-1.0,0.0,12.0,28.0,-16.0,40.0,1.0,0.0,47.5,-1.0,22.0,36.0,61.1,202.0,0.0,1.0,5.0,43.0,64.8,21.0,106.0,5.05,0.0,308.0,62.0,4.9677,67.0,6.791,1.0,0.4822222222222222,22.0,32.0,68.8,293.0,2.0,2.0,0.0,0.0,92.3,35.0,162.0,4.63,2.0,455.0,2.0,64.0,20.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,2019-12-08 08:20:00,0.5177777777777778,1.0,67.0,6.791044776119403,62.0,4.967741935483871,5.611111111111111,9.15625
72,SFO,Away,NOR,14.0,13.0,1.0,0.0,48.0,46.0,2.0,94.0,1.0,1.0,45.0,1.0,27.0,36.0,75.0,354.0,5.0,1.0,3.0,30.0,133.6,24.0,162.0,6.75,1.0,516.0,63.0,8.1905,68.0,6.8382,1.0,0.47694444444444445,29.0,41.0,70.7,349.0,5.0,0.0,0.0,0.0,136.1,27.0,116.0,4.3,1.0,465.0,1.0,67.0,50.0,6.0,6.0,6.0,2.0,2.0,0.0,6.0,4.0,4.0,2.0,2.0,0.0,2019-12-08 01:00:00,0.5230555555555556,0.0,68.0,6.838235294117647,63.0,8.19047619047619,9.833333333333334,8.512195121951219
73,WAS,Away,GNB,14.0,13.0,-1.0,0.0,15.0,20.0,-5.0,35.0,13.0,1.0,42.5,-1.0,16.0,27.0,59.3,141.0,1.0,1.0,4.0,29.0,70.1,28.0,121.0,4.32,1.0,262.0,59.0,4.4407,60.0,5.6833,1.0,0.49333333333333335,18.0,28.0,64.3,167.0,1.0,0.0,4.0,28.0,92.4,28.0,174.0,6.21,1.0,341.0,1.0,25.0,34.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2019-12-08 01:00:00,0.5066666666666666,0.0,60.0,5.683333333333334,59.0,4.440677966101695,5.222222222222222,5.964285714285714
74,CHI,Home,DAL,14.0,13.0,1.0,0.0,31.0,24.0,7.0,55.0,3.0,1.0,43.0,1.0,23.0,31.0,74.2,231.0,3.0,1.0,2.0,13.0,113.8,34.0,151.0,4.44,1.0,382.0,67.0,5.7015,73.0,5.589,2.0,0.5383333333333333,27.0,49.0,55.1,326.0,1.0,0.0,2.0,8.0,82.5,22.0,82.0,3.73,2.0,408.0,0.0,30.0,52.0,4.0,4.0,4.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,2019-12-05 08:20:00,0.46166666666666667,0.0,73.0,5.589041095890411,67.0,5.701492537313433,7.451612903225806,6.653061224489796
75,MIN,Away,SEA,13.0,12.0,-1.0,0.0,30.0,37.0,-7.0,67.0,2.5,0.0,48.0,1.0,22.0,38.0,57.9,276.0,2.0,1.0,0.0,0.0,87.2,14.0,78.0,5.57,1.0,354.0,52.0,6.8077,76.0,5.8421,3.0,0.33749999999999997,21.0,31.0,67.7,226.0,2.0,1.0,2.0,14.0,97.0,43.0,218.0,5.07,2.0,444.0,2.0,30.0,30.0,4.0,4.0,3.0,1.0,1.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,2019-12-02 08:15:00,0.6625000000000001,1.0,76.0,5.842105263157895,52.0,6.8076923076923075,7.2631578947368425,7.290322580645161
76,CIN,Home,NYJ,13.0,12.0,1.0,0.0,22.0,6.0,16.0,28.0,2.5,1.0,43.0,-1.0,22.0,37.0,59.5,233.0,1.0,0.0,1.0,10.0,86.9,25.0,44.0,1.76,1.0,277.0,63.0,4.3968,69.0,3.9275,0.0,0.5280555555555556,28.0,48.0,58.3,209.0,0.0,0.0,4.0,30.0,68.8,17.0,62.0,3.65,0.0,271.0,0.0,15.0,106.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-12-01 01:00:00,0.4719444444444444,0.0,69.0,3.927536231884058,63.0,4.396825396825397,6.297297297297297,4.354166666666667
77,IND,Home,TEN,13.0,12.0,-1.0,0.0,17.0,31.0,-14.0,48.0,1.0,0.0,41.5,1.0,25.0,40.0,62.5,309.0,1.0,2.0,3.0,10.0,73.9,24.0,82.0,3.42,1.0,391.0,67.0,5.8358,58.0,5.0345,3.0,0.5419444444444445,17.0,22.0,77.3,138.0,2.0,0.0,6.0,44.0,122.9,30.0,154.0,5.13,1.0,292.0,2.0,40.0,33.0,2.0,2.0,2.0,4.0,1.0,0.0,3.0,4.0,4.0,1.0,1.0,0.0,2019-12-01 01:00:00,0.45805555555555555,1.0,58.0,5.0344827586206895,67.0,5.835820895522388,7.725,6.2727272727272725
78,ARI,Home,LAR,13.0,12.0,-1.0,0.0,7.0,34.0,-27.0,41.0,2.5,0.0,47.0,-1.0,19.0,34.0,55.9,124.0,0.0,1.0,6.0,39.0,51.6,21.0,74.0,3.52,1.0,198.0,61.0,3.2459,76.0,7.2237,1.0,0.4230555555555556,33.0,45.0,73.3,417.0,2.0,0.0,1.0,10.0,116.6,30.0,132.0,4.4,1.0,549.0,0.0,7.0,81.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,2.0,0.0,2019-12-01 04:05:00,0.5769444444444445,1.0,76.0,7.223684210526316,61.0,3.2459016393442623,3.6470588235294117,9.266666666666667
79,DEN,Home,LAC,13.0,12.0,1.0,0.0,23.0,20.0,3.0,43.0,4.5,1.0,39.0,1.0,18.0,28.0,64.3,134.0,2.0,1.0,0.0,0.0,84.5,25.0,84.0,3.36,0.0,218.0,53.0,4.1132,61.0,5.8852,1.0,0.46416666666666667,20.0,29.0,69.0,244.0,2.0,1.0,3.0,21.0,103.2,29.0,115.0,3.97,0.0,359.0,2.0,25.0,82.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,2019-12-01 04:25:00,0.5358333333333334,0.0,61.0,5.885245901639344,53.0,4.113207547169812,4.785714285714286,8.413793103448276
80,HOU,Home,NWE,13.0,12.0,1.0,0.0,28.0,22.0,6.0,50.0,3.5,1.0,47.0,1.0,19.0,26.0,73.1,224.0,4.0,0.0,3.0,16.0,138.5,23.0,52.0,2.26,0.0,276.0,52.0,5.3077,79.0,5.6709,0.0,0.4236111111111111,24.0,47.0,51.1,303.0,3.0,1.0,3.0,23.0,83.9,29.0,145.0,5.0,0.0,448.0,1.0,79.0,60.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2019-12-01 08:20:00,0.5763888888888888,0.0,79.0,5.670886075949367,52.0,5.3076923076923075,8.615384615384615,6.446808510638298
81,JAX,Home,TAM,13.0,12.0,-1.0,0.0,11.0,28.0,-17.0,39.0,3.0,0.0,46.5,-1.0,23.0,41.0,56.1,193.0,1.0,2.0,5.0,47.0,56.3,17.0,49.0,2.88,0.0,242.0,63.0,3.8413,68.0,4.6324,4.0,0.4411111111111111,21.0,33.0,63.6,241.0,0.0,0.0,4.0,27.0,85.5,31.0,74.0,2.39,2.0,315.0,1.0,121.0,44.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,2019-12-01 01:00:00,0.5588888888888889,1.0,68.0,4.632352941176471,63.0,3.8412698412698414,4.7073170731707314,7.303030303030303
82,MIA,Home,PHI,13.0,12.0,1.0,0.0,37.0,31.0,6.0,68.0,10.5,1.0,45.0,1.0,28.0,40.0,70.0,351.0,4.0,1.0,3.0,15.0,119.9,20.0,58.0,2.9,1.0,409.0,63.0,6.4921,67.0,5.7612,1.0,0.5216666666666667,28.0,46.0,60.9,294.0,3.0,1.0,2.0,16.0,92.1,19.0,92.0,4.84,0.0,386.0,1.0,59.0,91.0,5.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,4.0,3.0,0.0,2019-12-01 01:00:00,0.4783333333333333,0.0,67.0,5.7611940298507465,63.0,6.492063492063492,8.775,6.391304347826087
83,NYG,Home,GNB,13.0,12.0,-1.0,0.0,13.0,31.0,-18.0,44.0,6.5,0.0,43.5,1.0,20.0,37.0,54.1,240.0,1.0,3.0,0.0,0.0,49.4,27.0,95.0,3.52,0.0,335.0,64.0,5.2344,59.0,5.4576,3.0,0.5213888888888889,21.0,33.0,63.6,243.0,4.0,0.0,0.0,0.0,125.4,26.0,79.0,3.04,0.0,322.0,0.0,31.0,54.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,2019-12-01 01:00:00,0.4786111111111111,1.0,59.0,5.4576271186440675,64.0,5.234375,6.486486486486487,7.363636363636363
84,PIT,Home,CLE,13.0,12.0,1.0,0.0,20.0,13.0,7.0,33.0,1.0,1.0,40.0,-1.0,14.0,21.0,66.7,199.0,1.0,1.0,1.0,13.0,93.2,32.0,124.0,3.88,1.0,323.0,54.0,5.9815,63.0,4.4286,1.0,0.465,18.0,34.0,52.9,173.0,1.0,1.0,5.0,23.0,65.0,24.0,106.0,4.42,0.0,279.0,2.0,65.0,34.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2019-12-01 01:00:00,0.5349999999999999,0.0,63.0,4.428571428571429,54.0,5.981481481481482,9.476190476190476,5.088235294117647
85,OAK,Away,KAN,13.0,12.0,-1.0,0.0,9.0,40.0,-31.0,49.0,11.5,0.0,49.5,-1.0,20.0,30.0,66.7,210.0,1.0,2.0,2.0,12.0,70.1,25.0,122.0,4.88,0.0,332.0,57.0,5.8246,59.0,4.3898,3.0,0.5280555555555556,15.0,29.0,51.7,163.0,1.0,0.0,1.0,12.0,80.1,29.0,96.0,3.31,3.0,259.0,0.0,99.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,5.0,5.0,1.0,1.0,0.0,2019-12-01 04:25:00,0.4719444444444444,1.0,59.0,4.389830508474576,57.0,5.824561403508772,7.0,5.620689655172414
86,SFO,Away,BAL,13.0,12.0,-1.0,0.0,17.0,20.0,-3.0,37.0,5.5,1.0,45.0,-1.0,15.0,21.0,71.4,157.0,1.0,0.0,2.0,8.0,108.6,29.0,174.0,6.0,1.0,331.0,52.0,6.3654,62.0,4.5645,1.0,0.45944444444444443,14.0,23.0,60.9,105.0,1.0,0.0,1.0,0.0,86.3,38.0,178.0,4.68,1.0,283.0,1.0,54.0,23.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2019-12-01 01:00:00,0.5405555555555556,0.0,62.0,4.564516129032258,52.0,6.365384615384615,7.476190476190476,4.565217391304348
87,WAS,Away,CAR,13.0,12.0,1.0,0.0,29.0,21.0,8.0,50.0,10.5,1.0,38.5,1.0,13.0,25.0,52.0,114.0,0.0,0.0,5.0,33.0,64.4,30.0,248.0,8.27,3.0,362.0,60.0,6.0333,73.0,3.8082,0.0,0.5102777777777778,27.0,46.0,58.7,213.0,2.0,1.0,7.0,65.0,75.7,20.0,65.0,3.25,1.0,278.0,2.0,65.0,43.0,3.0,2.0,2.0,4.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2019-12-01 01:00:00,0.48972222222222217,0.0,73.0,3.808219178082192,60.0,6.033333333333333,4.56,4.630434782608695
88,ATL,Home,NOR,13.0,12.0,-1.0,0.0,18.0,26.0,-8.0,44.0,7.0,0.0,48.0,-1.0,35.0,50.0,70.0,259.0,2.0,2.0,9.0,53.0,78.7,26.0,89.0,3.42,0.0,348.0,85.0,4.0941,49.0,5.6939,3.0,0.5936111111111112,18.0,31.0,58.1,184.0,1.0,0.0,0.0,0.0,86.0,18.0,95.0,5.28,1.0,279.0,0.0,18.0,121.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,0.0,2019-11-28 08:20:00,0.4063888888888888,1.0,49.0,5.6938775510204085,85.0,4.094117647058823,5.18,5.935483870967742
89,BUF,Away,DAL,13.0,12.0,1.0,0.0,26.0,15.0,11.0,41.0,6.5,1.0,46.5,-1.0,20.0,25.0,80.0,232.0,2.0,0.0,4.0,27.0,132.0,34.0,124.0,3.65,1.0,356.0,63.0,5.6508,72.0,5.9167,0.0,0.555,32.0,49.0,65.3,323.0,2.0,1.0,4.0,32.0,89.1,19.0,103.0,5.42,0.0,426.0,2.0,53.0,66.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2019-11-28 04:30:00,0.44499999999999995,0.0,72.0,5.916666666666667,63.0,5.650793650793651,9.28,6.591836734693878
90,DET,Home,CHI,13.0,12.0,-1.0,0.0,20.0,24.0,-4.0,44.0,5.5,1.0,37.5,1.0,22.0,38.0,57.9,259.0,2.0,1.0,2.0,21.0,85.3,27.0,105.0,3.89,0.0,364.0,67.0,5.4328,62.0,6.7581,1.0,0.4861111111111111,29.0,38.0,76.3,331.0,3.0,1.0,1.0,7.0,117.3,23.0,88.0,3.83,0.0,419.0,1.0,85.0,89.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2019-11-28 12:30:00,0.5138888888888888,0.0,62.0,6.758064516129032,67.0,5.432835820895522,6.815789473684211,8.710526315789474
91,LAR,Home,BAL,12.0,11.0,-1.0,0.0,6.0,45.0,-39.0,51.0,3.5,0.0,47.0,1.0,26.0,37.0,70.3,199.0,0.0,2.0,2.0,13.0,60.5,9.0,22.0,2.44,0.0,221.0,48.0,4.6042,74.0,6.4865,2.0,0.33444444444444443,16.0,23.0,69.6,195.0,5.0,0.0,3.0,13.0,135.0,48.0,285.0,5.94,1.0,480.0,0.0,56.0,66.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,6.0,6.0,1.0,1.0,0.0,2019-11-25 08:15:00,0.6655555555555556,1.0,74.0,6.486486486486487,48.0,4.604166666666667,5.378378378378378,8.478260869565217
92,CAR,Away,NOR,12.0,11.0,-1.0,0.0,31.0,34.0,-3.0,65.0,10.0,1.0,46.0,1.0,23.0,36.0,63.9,230.0,3.0,0.0,4.0,26.0,109.7,29.0,121.0,4.17,1.0,351.0,69.0,5.087,59.0,7.0847,1.0,0.5258333333333334,30.0,39.0,76.9,300.0,3.0,1.0,2.0,11.0,113.2,18.0,118.0,6.56,1.0,418.0,1.0,25.0,123.0,4.0,3.0,1.0,3.0,2.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,2019-11-24 01:00:00,0.4741666666666666,0.0,59.0,7.084745762711864,69.0,5.086956521739131,6.388888888888889,7.6923076923076925
93,CIN,Home,PIT,12.0,11.0,-1.0,0.0,10.0,16.0,-6.0,26.0,5.5,0.0,37.5,-1.0,12.0,26.0,46.2,158.0,1.0,0.0,4.0,34.0,78.7,21.0,86.0,4.1,0.0,244.0,51.0,4.7843,68.0,4.9706,2.0,0.4222222222222222,13.0,27.0,48.1,179.0,1.0,1.0,3.0,24.0,66.7,38.0,159.0,4.18,0.0,338.0,1.0,79.0,77.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,2019-11-24 01:00:00,0.5777777777777777,1.0,68.0,4.970588235294118,51.0,4.784313725490196,6.076923076923077,6.62962962962963
94,DAL,Away,NWE,12.0,11.0,-1.0,0.0,9.0,13.0,-4.0,22.0,5.5,1.0,44.0,-1.0,19.0,33.0,57.6,212.0,0.0,1.0,0.0,0.0,64.2,26.0,109.0,4.19,0.0,321.0,59.0,5.4407,66.0,4.2727,1.0,0.5061111111111111,17.0,37.0,45.9,181.0,1.0,0.0,2.0,9.0,69.8,27.0,101.0,3.74,0.0,282.0,0.0,50.0,56.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,4.0,2.0,0.0,2019-11-24 04:25:00,0.49388888888888893,0.0,66.0,4.2727272727272725,59.0,5.440677966101695,6.424242424242424,4.891891891891892
95,DEN,Away,BUF,12.0,11.0,-1.0,0.0,3.0,20.0,-17.0,23.0,3.5,0.0,37.0,-1.0,10.0,25.0,40.0,49.0,0.0,1.0,4.0,33.0,31.2,17.0,85.0,5.0,0.0,134.0,46.0,2.913,73.0,5.8082,1.0,0.41555555555555557,15.0,25.0,60.0,180.0,2.0,1.0,1.0,5.0,92.1,47.0,244.0,5.19,0.0,424.0,1.0,70.0,90.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2019-11-24 01:00:00,0.5844444444444444,1.0,73.0,5.808219178082192,46.0,2.9130434782608696,1.96,7.2
96,GNB,Away,SFO,12.0,11.0,-1.0,0.0,8.0,37.0,-29.0,45.0,3.0,0.0,48.0,-1.0,23.0,37.0,62.2,81.0,1.0,0.0,5.0,38.0,75.4,28.0,117.0,4.18,0.0,198.0,70.0,2.8286,45.0,7.5333,1.0,0.5877777777777778,14.0,20.0,70.0,227.0,2.0,0.0,3.0,26.0,141.0,22.0,112.0,5.09,2.0,339.0,0.0,50.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,2019-11-24 08:20:00,0.41222222222222216,1.0,45.0,7.533333333333333,70.0,2.8285714285714287,2.189189189189189,11.35
97,JAX,Away,TEN,12.0,11.0,-1.0,0.0,20.0,42.0,-22.0,62.0,4.5,0.0,42.0,1.0,32.0,48.0,66.7,252.0,0.0,0.0,3.0,20.0,79.5,27.0,117.0,4.33,2.0,369.0,78.0,4.7308,52.0,9.0577,1.0,0.6155555555555555,14.0,18.0,77.8,252.0,2.0,0.0,1.0,7.0,155.8,33.0,219.0,6.64,4.0,471.0,2.0,104.0,54.0,2.0,0.0,0.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,2019-11-24 04:05:00,0.3844444444444445,1.0,52.0,9.057692307692308,78.0,4.730769230769231,5.25,14.0
98,MIA,Away,CLE,12.0,11.0,-1.0,0.0,24.0,41.0,-17.0,65.0,11.0,0.0,45.5,1.0,21.0,39.0,53.8,192.0,2.0,2.0,4.0,22.0,63.2,20.0,92.0,4.6,1.0,284.0,63.0,4.5079,67.0,6.9701,2.0,0.3983333333333334,24.0,34.0,70.6,320.0,3.0,1.0,1.0,7.0,117.3,32.0,147.0,4.59,2.0,467.0,1.0,94.0,70.0,3.0,3.0,3.0,1.0,1.0,0.0,5.0,5.0,5.0,3.0,2.0,0.0,2019-11-24 01:00:00,0.6016666666666666,1.0,67.0,6.970149253731344,63.0,4.507936507936508,4.923076923076923,9.411764705882353
99,NYG,Away,CHI,12.0,11.0,-1.0,0.0,14.0,19.0,-5.0,33.0,6.0,1.0,41.0,-1.0,21.0,36.0,58.3,134.0,2.0,0.0,1.0,16.0,84.7,21.0,109.0,5.19,0.0,243.0,58.0,4.1897,69.0,4.8551,1.0,0.4469444444444445,25.0,41.0,61.0,270.0,1.0,2.0,2.0,8.0,68.1,26.0,65.0,2.5,1.0,335.0,2.0,35.0,40.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2019-11-24 01:00:00,0.5530555555555555,0.0,69.0,4.855072463768116,58.0,4.189655172413793,3.7222222222222223,6.585365853658536
100,NYJ,Home,OAK,12.0,11.0,1.0,0.0,34.0,3.0,31.0,37.0,3.5,1.0,45.0,-1.0,20.0,29.0,69.0,313.0,2.0,0.0,1.0,2.0,127.5,30.0,88.0,2.93,1.0,401.0,60.0,6.6833,57.0,3.6491,1.0,0.525,19.0,34.0,55.9,140.0,0.0,1.0,1.0,7.0,53.6,22.0,68.0,3.09,0.0,208.0,2.0,37.0,35.0,4.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2019-11-24 01:00:00,0.475,0.0,57.0,3.6491228070175437,60.0,6.683333333333334,10.793103448275861,4.117647058823529
101,PHI,Home,SEA,12.0,11.0,-1.0,0.0,9.0,17.0,-8.0,26.0,1.0,0.0,45.5,-1.0,33.0,45.0,73.3,238.0,1.0,2.0,3.0,18.0,74.1,23.0,106.0,4.61,0.0,344.0,71.0,4.8451,57.0,6.1053,5.0,0.5319444444444444,13.0,25.0,52.0,174.0,1.0,1.0,6.0,26.0,71.1,26.0,174.0,6.69,1.0,348.0,2.0,15.0,90.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2019-11-24 01:00:00,0.46805555555555556,1.0,57.0,6.105263157894737,71.0,4.845070422535211,5.288888888888889,6.96
102,TAM,Away,ATL,12.0,11.0,1.0,0.0,35.0,22.0,13.0,57.0,3.5,1.0,51.5,1.0,18.0,28.0,64.3,313.0,3.0,2.0,0.0,0.0,108.2,34.0,133.0,3.91,1.0,446.0,62.0,7.1935,80.0,4.2125,2.0,0.4727777777777778,28.0,55.0,50.9,280.0,1.0,1.0,6.0,46.0,64.2,19.0,57.0,3.0,1.0,337.0,2.0,51.0,60.0,5.0,5.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,2019-11-24 01:00:00,0.5272222222222223,0.0,80.0,4.2125,62.0,7.193548387096774,11.178571428571429,5.090909090909091
103,WAS,Home,DET,12.0,11.0,1.0,0.0,19.0,16.0,3.0,35.0,4.0,1.0,39.0,-1.0,13.0,30.0,43.3,144.0,0.0,1.0,3.0,12.0,44.3,24.0,86.0,3.58,0.0,230.0,57.0,4.0351,71.0,5.1268,2.0,0.4416666666666667,20.0,33.0,60.6,189.0,1.0,3.0,6.0,18.0,48.7,32.0,175.0,5.47,0.0,364.0,4.0,63.0,65.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,2019-11-24 01:00:00,0.5583333333333333,0.0,71.0,5.126760563380282,57.0,4.035087719298246,4.8,5.7272727272727275
104,IND,Away,HOU,12.0,11.0,-1.0,0.0,17.0,20.0,-3.0,37.0,3.5,1.0,46.0,-1.0,16.0,25.0,64.0,121.0,0.0,0.0,1.0,8.0,75.6,39.0,175.0,4.49,2.0,296.0,65.0,4.5538,55.0,7.2,0.0,0.5547222222222222,19.0,30.0,63.3,297.0,2.0,1.0,1.0,1.0,104.4,24.0,99.0,4.13,0.0,396.0,1.0,29.0,27.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2019-11-21 08:20:00,0.4452777777777778,0.0,55.0,7.2,65.0,4.553846153846154,4.84,9.9
105,LAC,Home,KAN,11.0,11.0,-1.0,0.0,17.0,24.0,-7.0,41.0,5.5,0.0,52.5,-1.0,28.0,52.0,53.8,345.0,1.0,4.0,2.0,8.0,49.0,19.0,93.0,4.89,0.0,438.0,73.0,6.0,60.0,5.1667,4.0,0.5172222222222222,19.0,32.0,59.4,180.0,1.0,1.0,1.0,2.0,72.4,27.0,130.0,4.81,2.0,310.0,1.0,60.0,102.0,1.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2019-11-18 08:15:00,0.48277777777777775,1.0,60.0,5.166666666666667,73.0,6.0,6.634615384615385,5.625
106,ATL,Away,CAR,11.0,10.0,1.0,0.0,29.0,3.0,26.0,32.0,3.5,1.0,49.0,-1.0,22.0,32.0,68.8,295.0,1.0,0.0,3.0,19.0,108.2,26.0,54.0,2.08,1.0,349.0,61.0,5.7213,70.0,4.9571,0.0,0.523888888888889,31.0,50.0,62.0,270.0,0.0,4.0,5.0,55.0,42.9,15.0,77.0,5.13,0.0,347.0,4.0,20.0,68.0,3.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-17 01:00:00,0.47611111111111104,0.0,70.0,4.957142857142857,61.0,5.721311475409836,9.21875,5.4
107,CHI,Away,LAR,11.0,10.0,-1.0,0.0,7.0,17.0,-10.0,24.0,5.0,0.0,40.0,-1.0,25.0,47.0,53.2,193.0,1.0,1.0,3.0,6.0,61.7,24.0,74.0,3.08,0.0,267.0,74.0,3.6081,52.0,5.4423,1.0,0.5455555555555556,11.0,18.0,61.1,173.0,0.0,1.0,0.0,0.0,69.9,34.0,110.0,3.24,2.0,283.0,2.0,25.0,34.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2019-11-17 08:20:00,0.45444444444444443,1.0,52.0,5.4423076923076925,74.0,3.608108108108108,4.1063829787234045,9.61111111111111
