,Unnamed: 0,Unnamed: 0.1,team,opponent,week,home,away,points_for,points_against,over_under,yards_per_play_offense,yards_allowed_per_defensive_play,total_yards,total_yards_allowed,turnovers_lost,sacks,times_sacked,win?,loss?,covered_spread?,opponent_covered_spread?,game_id,total_wins,total_losses,spread,opponent_spread,favorite,underdog,rushing_attempts,rushing_yards,rushing_yards_per_attempt,time_of_possession,penalty_yards,passing_yards_per_attempt,FGA,FGM
330,336,330,BROWNS,DOLPHINS,12,1,0,41,24,45.5,6.97014925373134,4.50793650793651,467,284,1,4,1,1,0,1,0,98,5,6,-11.0,11.0,1,0,32.0,147.0,4.59,0.6016666666666666,70.0,9.411764705882351,3.0,2.0
331,337,331,COWBOYS,PATRIOTS,12,0,1,9,13,44.0,5.4407,4.2727,321,282,1,2,0,0,1,1,0,94,6,5,5.5,-5.5,0,1,26.0,109.0,4.19,0.5061111111111111,50.0,6.424242424242424,4.0,3.0
332,338,332,BRONCOS,BILLS,12,0,1,3,20,37.0,2.9130000000000003,5.8082,134,424,1,1,4,0,1,0,1,95,3,8,3.5,-3.5,0,1,17.0,85.0,5.0,0.4155555555555556,70.0,1.96,1.0,1.0
333,339,333,LIONS,REDSKINS,12,0,1,16,19,39.0,5.12676056338028,4.03508771929825,364,230,4,3,6,0,1,0,1,103,3,7,-4.0,4.0,1,0,32.0,175.0,5.47,0.5583333333333333,65.0,5.727272727272728,4.0,3.0
334,340,334,PACKERS,49ERS,12,0,1,8,37,48.0,2.8286,7.5333,198,339,1,3,5,0,1,0,1,96,8,3,3.0,-3.0,0,1,28.0,117.0,4.18,0.5877777777777778,50.0,2.189189189189189,0.0,0.0
335,342,335,TEXANS,COLTS,12,1,0,20,17,46.0,7.2,4.553846153846151,396,296,1,1,1,1,0,0,1,104,7,4,-3.5,3.5,1,0,24.0,99.0,4.13,0.4452777777777778,27.0,9.9,2.0,2.0
336,343,336,COLTS,TEXANS,12,0,1,17,20,46.0,4.5538,7.2,296,396,0,1,1,0,1,1,0,104,6,5,3.5,-3.5,0,1,39.0,175.0,4.49,0.5547222222222222,29.0,4.84,1.0,1.0
337,344,337,JAGUARS,TITANS,12,0,1,20,42,42.0,4.7308,9.0577,369,471,1,1,3,0,1,0,1,97,4,7,4.5,-4.5,0,1,27.0,117.0,4.33,0.6155555555555555,104.0,5.25,2.0,2.0
338,345,338,RAMS,RAVENS,12,1,0,6,45,47.0,4.6042,6.4865,221,480,2,3,2,0,1,0,1,91,6,5,3.5,-3.5,0,1,9.0,22.0,2.44,0.33444444444444443,56.0,5.378378378378378,2.0,2.0
339,346,339,DOLPHINS,BROWNS,12,0,1,24,41,45.5,4.5079,6.9701,284,467,2,1,4,0,1,0,1,98,2,9,11.0,-11.0,0,1,20.0,92.0,4.6,0.3983333333333334,94.0,4.9230769230769225,1.0,1.0
340,347,340,SAINTS,PANTHERS,12,1,0,34,31,46.0,7.08474576271186,5.08695652173913,418,351,1,4,2,1,0,0,1,92,9,2,-10.0,10.0,1,0,18.0,118.0,6.56,0.4741666666666666,123.0,7.6923076923076925,2.0,2.0
341,348,341,PATRIOTS,COWBOYS,12,1,0,13,9,44.0,4.27272727272727,5.4406779661017,282,321,0,0,2,1,0,0,1,94,10,1,-5.5,5.5,1,0,27.0,101.0,3.74,0.4938888888888889,56.0,4.891891891891891,4.0,2.0
342,349,342,GIANTS,BEARS,12,0,1,14,19,41.0,4.1897,4.8551,243,335,1,2,1,0,1,1,0,99,2,9,6.0,-6.0,0,1,21.0,109.0,5.19,0.4469444444444445,35.0,3.7222222222222223,2.0,0.0
343,350,343,JETS,RAIDERS,12,1,0,34,3,45.0,6.6833,3.6491,401,208,1,1,1,1,0,1,0,100,4,7,3.0,-3.0,0,1,30.0,88.0,2.93,0.525,37.0,10.79310344827586,3.0,2.0
344,351,344,RAIDERS,JETS,12,0,1,3,34,45.0,3.649122807017541,6.68333333333333,208,401,2,1,1,0,1,0,1,100,6,5,-3.0,3.0,1,0,22.0,68.0,3.09,0.475,35.0,4.117647058823529,2.0,1.0
345,352,345,EAGLES,SEAHAWKS,12,1,0,9,17,45.5,4.8451,6.1053,344,348,5,6,3,0,1,0,1,101,5,6,2.0,-2.0,0,1,23.0,106.0,4.61,0.5319444444444444,15.0,5.288888888888889,1.0,1.0
346,354,346,STEELERS,BENGALS,12,0,1,16,10,37.5,4.97058823529412,4.7843137254902,338,244,1,4,3,1,0,1,0,93,6,5,-6.5,6.5,1,0,38.0,159.0,4.18,0.5777777777777777,77.0,6.62962962962963,3.0,3.0
347,355,347,SEAHAWKS,EAGLES,12,0,1,17,9,45.5,6.10526315789474,4.84507042253521,348,344,2,3,6,1,0,1,0,101,9,2,-2.0,2.0,1,0,26.0,174.0,6.69,0.4680555555555556,90.0,6.96,1.0,1.0
348,357,348,49ERS,PACKERS,12,1,0,37,8,48.0,7.53333333333333,2.8285714285714305,339,198,0,5,3,1,0,1,0,96,10,1,-8.0,8.0,1,0,22.0,112.0,5.09,0.41222222222222216,78.0,11.35,3.0,3.0
349,359,349,BUCCANEERS,FALCONS,12,0,1,35,22,51.5,7.1935,4.2125,446,337,2,6,0,1,0,1,0,102,4,7,3.5,-3.5,0,1,34.0,133.0,3.91,0.4727777777777778,51.0,11.178571428571427,1.0,1.0
350,360,350,TITANS,JAGUARS,12,1,0,42,20,42.0,9.05769230769231,4.730769230769232,471,369,2,3,1,1,0,1,0,97,6,5,-4.5,4.5,1,0,33.0,219.0,6.64,0.3844444444444445,54.0,14.0,0.0,0.0
351,361,351,REDSKINS,LIONS,12,1,0,19,16,39.0,4.0351,5.1268,230,364,2,6,3,1,0,1,0,103,2,9,4.0,-4.0,0,1,24.0,86.0,3.58,0.4416666666666667,63.0,4.8,4.0,4.0
352,362,352,CARDINALS,RAMS,13,1,0,7,34,47.0,3.2459,7.2237,198,549,1,1,6,0,1,0,1,78,3,8,2.5,-2.5,0,1,21.0,74.0,3.52,0.4230555555555556,7.0,3.647058823529412,0.0,0.0
353,363,353,FALCONS,SAINTS,13,1,0,18,26,48.0,4.0941,5.6939,348,279,3,0,9,0,1,0,1,88,3,9,7.0,-7.0,0,1,26.0,89.0,3.42,0.5936111111111112,18.0,5.18,3.0,2.0
354,364,354,RAVENS,49ERS,13,1,0,20,17,45.0,4.56451612903226,6.36538461538462,283,331,1,2,1,1,0,0,1,86,10,2,-5.5,5.5,1,0,38.0,178.0,4.68,0.5405555555555556,23.0,4.565217391304348,2.0,2.0
355,365,355,BILLS,COWBOYS,13,0,1,26,15,46.5,5.6508,5.9167,356,426,0,4,4,1,0,1,0,89,9,3,6.5,-6.5,0,1,34.0,124.0,3.65,0.555,53.0,9.28,3.0,2.0
356,366,356,PANTHERS,REDSKINS,13,1,0,21,29,38.5,3.80821917808219,6.0333333333333306,278,362,2,5,7,0,1,0,1,87,5,7,-10.5,10.5,1,0,20.0,65.0,3.25,0.4897222222222222,43.0,4.630434782608695,0.0,0.0
357,367,357,BEARS,LIONS,13,0,1,24,20,37.5,6.75806451612903,5.432835820895518,419,364,1,2,1,1,0,0,1,90,6,6,-5.5,5.5,1,0,23.0,88.0,3.83,0.5138888888888888,89.0,8.710526315789473,1.0,1.0
358,368,358,BENGALS,JETS,13,1,0,22,6,43.0,4.3968,3.9275,277,271,0,4,1,1,0,1,0,76,1,11,3.0,-3.0,0,1,25.0,44.0,1.76,0.5280555555555556,15.0,6.297297297297297,3.0,2.0
359,369,359,BROWNS,STEELERS,13,0,1,13,20,40.0,4.42857142857143,5.981481481481482,279,323,2,1,5,0,1,0,1,84,5,7,-2.5,2.5,1,0,24.0,106.0,4.42,0.5349999999999999,34.0,5.088235294117646,2.0,2.0
360,370,360,COWBOYS,BILLS,13,1,0,15,26,46.5,5.91666666666667,5.65079365079365,426,356,2,4,4,0,1,0,1,89,6,6,-6.5,6.5,1,0,19.0,103.0,5.42,0.445,66.0,6.591836734693878,2.0,0.0
361,371,361,BRONCOS,CHARGERS,13,1,0,23,20,39.0,4.1132,5.8852,218,359,1,3,0,1,0,1,0,79,4,8,4.0,-4.0,0,1,25.0,84.0,3.36,0.4641666666666666,25.0,4.785714285714286,3.0,3.0
362,372,362,LIONS,BEARS,13,1,0,20,24,37.5,5.4328,6.7581,364,419,1,1,2,0,1,1,0,90,3,8,5.5,-5.5,0,1,27.0,105.0,3.89,0.4861111111111111,85.0,6.815789473684211,2.0,2.0
363,373,363,PACKERS,GIANTS,13,0,1,31,13,43.5,5.457627118644072,5.234375,322,335,0,0,0,1,0,1,0,83,9,3,-7.0,7.0,1,0,26.0,79.0,3.04,0.4786111111111111,54.0,7.363636363636362,1.0,1.0
364,374,364,TEXANS,PATRIOTS,13,1,0,28,22,47.0,5.3077,5.6709,276,448,0,3,3,1,0,1,0,80,8,4,3.5,-3.5,0,1,23.0,52.0,2.26,0.4236111111111111,79.0,8.615384615384615,0.0,0.0
365,375,365,COLTS,TITANS,13,1,0,17,31,41.5,5.8358,5.0345,391,292,3,6,3,0,1,0,1,77,6,6,1.0,-1.0,0,1,24.0,82.0,3.42,0.5419444444444445,40.0,7.725,4.0,1.0
366,376,366,JAGUARS,BUCCANEERS,13,1,0,11,28,46.5,3.8413,4.6324,242,315,4,4,5,0,1,0,1,81,4,8,3.0,-3.0,0,1,17.0,49.0,2.88,0.4411111111111111,121.0,4.7073170731707314,1.0,1.0
367,377,367,CHIEFS,RAIDERS,13,1,0,40,9,49.5,4.38983050847458,5.82456140350877,259,332,0,2,1,1,0,1,0,85,8,4,-11.5,11.5,1,0,29.0,96.0,3.31,0.4719444444444444,0.0,5.620689655172414,1.0,1.0
368,378,368,CHARGERS,BRONCOS,13,0,1,20,23,39.0,5.88524590163934,4.11320754716981,359,218,2,0,3,0,1,0,1,79,4,8,-4.0,4.0,1,0,29.0,115.0,3.97,0.5358333333333334,82.0,8.413793103448276,3.0,2.0
369,379,369,RAMS,CARDINALS,13,0,1,34,7,47.0,7.223684210526319,3.24590163934426,549,198,0,6,1,1,0,1,0,78,7,5,-2.5,2.5,1,0,30.0,132.0,4.4,0.5769444444444445,81.0,9.266666666666667,3.0,2.0
370,380,370,DOLPHINS,EAGLES,13,1,0,37,31,45.0,6.4921,5.7612,409,386,1,2,3,1,0,1,0,82,3,9,10.5,-10.5,0,1,20.0,58.0,2.9,0.5216666666666667,59.0,8.775,1.0,1.0
371,381,371,VIKINGS,SEAHAWKS,13,0,1,30,37,48.0,6.8077,5.8421,354,444,3,2,0,0,1,0,1,75,8,4,2.5,-2.5,0,1,14.0,78.0,5.57,0.3375,30.0,7.263157894736842,1.0,1.0
372,382,372,SAINTS,FALCONS,13,0,1,26,18,48.0,5.69387755102041,4.09411764705882,279,348,0,9,0,1,0,1,0,88,10,2,-7.0,7.0,1,0,18.0,95.0,5.28,0.4063888888888888,121.0,5.935483870967742,4.0,4.0
373,383,373,PATRIOTS,TEXANS,13,0,1,22,28,47.0,5.67088607594937,5.307692307692308,448,276,1,3,3,0,1,0,1,80,10,2,-3.5,3.5,1,0,29.0,145.0,5.0,0.5763888888888888,60.0,6.446808510638298,1.0,1.0
374,384,374,GIANTS,PACKERS,13,1,0,13,31,43.5,5.2344,5.4576,335,322,3,0,0,0,1,0,1,83,2,10,7.0,-7.0,0,1,27.0,95.0,3.52,0.5213888888888889,31.0,6.486486486486488,2.0,2.0
375,385,375,JETS,BENGALS,13,0,1,6,22,43.0,3.92753623188406,4.3968253968254,271,277,0,1,4,0,1,0,1,76,4,8,-3.0,3.0,1,0,17.0,62.0,3.65,0.4719444444444444,106.0,4.354166666666667,2.0,2.0
376,386,376,RAIDERS,CHIEFS,13,0,1,9,40,49.5,5.8246,4.3898,332,259,3,1,2,0,1,0,1,85,6,6,11.5,-11.5,0,1,25.0,122.0,4.88,0.5280555555555556,99.0,7.0,2.0,1.0
377,387,377,EAGLES,DOLPHINS,13,0,1,31,37,45.0,5.76119402985075,6.49206349206349,386,409,1,3,2,0,1,0,1,82,5,7,-10.5,10.5,1,0,19.0,92.0,4.84,0.4783333333333333,91.0,6.391304347826088,4.0,3.0
378,388,378,STEELERS,BROWNS,13,1,0,20,13,40.0,5.9815,4.4286,323,279,1,5,1,1,0,1,0,84,7,5,2.5,-2.5,0,1,32.0,124.0,3.88,0.465,65.0,9.476190476190476,2.0,2.0
379,389,379,SEAHAWKS,VIKINGS,13,1,0,37,30,48.0,5.842105263157902,6.807692307692308,444,354,2,0,2,1,0,1,0,75,10,2,-2.5,2.5,1,0,43.0,218.0,5.07,0.6625000000000001,30.0,7.290322580645161,3.0,3.0
380,390,380,49ERS,RAVENS,13,0,1,17,20,45.0,6.3654,4.5645,331,283,1,1,2,0,1,1,0,86,10,2,5.5,-5.5,0,1,29.0,174.0,6.0,0.4594444444444444,54.0,7.476190476190476,2.0,1.0
381,391,381,BUCCANEERS,JAGUARS,13,0,1,28,11,46.5,4.63235294117647,3.84126984126984,315,242,1,5,4,1,0,1,0,81,5,7,-3.0,3.0,1,0,31.0,74.0,2.39,0.5588888888888889,44.0,7.303030303030303,2.0,2.0
382,392,382,TITANS,COLTS,13,0,1,31,17,41.5,5.03448275862069,5.83582089552239,292,391,2,3,6,1,0,1,0,77,7,5,-1.0,1.0,1,0,30.0,154.0,5.13,0.4580555555555556,33.0,6.2727272727272725,1.0,1.0
383,393,383,REDSKINS,PANTHERS,13,0,1,29,21,38.5,6.0333,3.8082,362,278,0,7,5,1,0,1,0,87,3,9,10.5,-10.5,0,1,30.0,248.0,8.27,0.5102777777777778,65.0,4.56,4.0,3.0
384,394,384,CARDINALS,STEELERS,14,1,0,17,23,43.5,4.1404,4.8246,236,275,3,3,5,0,1,0,1,64,3,9,2.5,-2.5,0,1,22.0,71.0,3.23,0.4683333333333333,75.0,5.5,1.0,1.0
385,395,385,FALCONS,PANTHERS,14,1,0,40,20,48.0,6.88059701492537,5.07352941176471,461,345,0,5,1,1,0,1,0,61,4,9,-3.5,3.5,1,0,32.0,159.0,4.97,0.528888888888889,58.0,8.882352941176471,4.0,4.0
386,396,386,RAVENS,BILLS,14,0,1,24,17,44.0,4.35593220338983,3.07352941176471,257,209,1,6,1,1,0,1,0,60,11,2,-6.5,6.5,1,0,33.0,118.0,3.58,0.5469444444444445,99.0,5.56,1.0,1.0
387,397,387,BILLS,RAVENS,14,1,0,17,24,44.0,3.0735,4.3559,209,257,1,1,6,0,1,0,1,60,9,4,6.5,-6.5,0,1,23.0,104.0,4.52,0.4530555555555555,49.0,2.6923076923076925,3.0,3.0
388,398,388,PANTHERS,FALCONS,14,0,1,20,40,48.0,5.0735,6.8806,345,461,4,1,5,0,1,0,1,61,5,8,3.5,-3.5,0,1,22.0,100.0,4.55,0.4711111111111111,44.0,5.975609756097561,2.0,2.0
389,399,389,BEARS,COWBOYS,14,1,0,31,24,43.0,5.7015,5.589,382,408,2,2,2,1,0,1,0,74,7,6,3.0,-3.0,0,1,34.0,151.0,4.44,0.5383333333333333,30.0,7.451612903225807,1.0,1.0
390,400,390,BENGALS,BROWNS,14,0,1,19,27,43.0,6.2639,6.4038,451,333,1,1,2,0,1,0,1,62,1,12,7.0,-7.0,0,1,31.0,179.0,5.77,0.5752777777777778,99.0,6.974358974358975,4.0,4.0
391,401,391,BROWNS,BENGALS,14,1,0,27,19,43.0,6.4038461538461515,6.263888888888888,333,451,2,2,1,1,0,1,0,62,6,7,-7.0,7.0,1,0,27.0,146.0,5.41,0.4247222222222222,30.0,7.791666666666668,2.0,2.0
392,402,392,COWBOYS,BEARS,14,0,1,24,31,43.0,5.58904109589041,5.701492537313429,408,382,0,2,2,0,1,0,1,74,6,7,-3.0,3.0,1,0,22.0,82.0,3.73,0.4616666666666666,52.0,6.653061224489796,2.0,1.0
393,403,393,BRONCOS,TEXANS,14,0,1,38,24,42.5,7.1091,5.52,391,414,1,3,1,1,0,1,0,65,5,8,8.0,-8.0,0,1,27.0,90.0,3.33,0.5236111111111111,50.0,11.148148148148149,1.0,1.0
394,404,394,LIONS,VIKINGS,14,0,1,7,20,43.5,3.4478,5.0571,231,354,2,1,5,0,1,0,1,66,3,9,12.0,-12.0,0,1,22.0,70.0,3.18,0.4380555555555556,28.0,4.025,1.0,0.0
395,405,395,PACKERS,REDSKINS,14,1,0,20,15,42.5,5.68333333333333,4.4406779661017,341,262,1,4,4,1,0,0,1,73,10,3,-13.0,13.0,1,0,28.0,174.0,6.21,0.5066666666666666,34.0,5.9642857142857135,2.0,2.0
396,406,396,TEXANS,BRONCOS,14,1,0,24,38,42.5,5.52,7.10909090909091,414,391,3,1,3,0,1,0,1,65,8,5,-8.0,8.0,1,0,22.0,134.0,6.09,0.4763888888888889,44.0,5.6,1.0,1.0
397,407,397,COLTS,BUCCANEERS,14,0,1,35,38,46.5,5.2373,6.9487,309,542,1,1,1,0,1,0,1,63,6,7,3.0,-3.0,0,1,22.0,66.0,3.0,0.4291666666666667,35.0,6.75,3.0,2.0
398,408,398,JAGUARS,CHARGERS,14,1,0,10,45,42.0,4.0,9.0517,252,525,0,1,2,0,1,0,1,67,4,9,3.5,-3.5,0,1,23.0,88.0,3.83,0.5102777777777778,101.0,4.3157894736842115,1.0,1.0
399,409,399,CHIEFS,PATRIOTS,14,0,1,23,16,49.5,4.9429,4.4839,346,278,2,3,1,1,0,1,0,68,9,4,3.0,-3.0,0,1,29.0,75.0,2.59,0.5725,136.0,6.775,3.0,3.0
400,410,400,CHARGERS,JAGUARS,14,0,1,45,10,42.0,9.05172413793103,4.0,525,252,0,2,1,1,0,1,0,67,5,8,-3.5,3.5,1,0,30.0,195.0,6.5,0.4897222222222222,65.0,12.222222222222221,1.0,1.0
401,411,401,RAMS,SEAHAWKS,14,1,0,28,12,47.5,6.7910447761194,4.96774193548387,455,308,2,5,0,1,0,1,0,71,8,5,-1.0,1.0,1,0,35.0,162.0,4.63,0.5177777777777778,20.0,9.15625,1.0,0.0
402,412,402,DOLPHINS,JETS,14,0,1,21,22,47.0,5.5692,5.4203,362,374,1,1,2,0,1,1,0,69,3,10,5.0,-5.0,0,1,26.0,122.0,4.69,0.5016666666666667,48.0,6.486486486486488,8.0,7.0
403,413,403,VIKINGS,LIONS,14,1,0,20,7,43.5,5.0571428571428605,3.4477611940298503,354,231,0,5,1,1,0,1,0,66,9,4,-12.0,12.0,1,0,39.0,120.0,3.08,0.5619444444444444,55.0,7.8,2.0,2.0
404,414,404,SAINTS,49ERS,14,1,0,46,48,45.0,6.838235294117651,8.19047619047619,465,516,1,3,0,0,1,0,1,72,10,3,-1.0,1.0,1,0,27.0,116.0,4.3,0.5230555555555556,50.0,8.512195121951219,2.0,2.0
405,415,405,PATRIOTS,CHIEFS,14,1,0,16,23,49.5,4.48387096774194,4.94285714285714,278,346,1,1,3,0,1,0,1,68,10,3,-3.0,3.0,1,0,22.0,94.0,4.27,0.4275,25.0,4.972972972972973,2.0,1.0
406,416,406,GIANTS,EAGLES,14,0,1,17,23,45.5,4.9038,4.9176,255,418,0,3,2,0,1,1,0,59,2,11,9.5,-9.5,0,1,20.0,73.0,3.65,0.3663888888888889,54.0,6.066666666666666,1.0,1.0
407,417,407,JETS,DOLPHINS,14,1,0,22,21,47.0,5.42028985507246,5.56923076923077,374,362,1,2,1,1,0,0,1,69,5,8,-5.0,5.0,1,0,32.0,112.0,3.5,0.4983333333333333,88.0,7.277777777777778,3.0,3.0
408,418,408,RAIDERS,TITANS,14,1,0,21,42,47.0,5.9167,9.3559,355,552,1,0,2,0,1,0,1,70,6,7,3.0,-3.0,0,1,24.0,97.0,4.04,0.5133333333333333,20.0,7.588235294117648,0.0,0.0
409,419,409,EAGLES,GIANTS,14,1,0,23,17,45.5,4.91764705882353,4.9038461538461515,418,255,1,2,3,1,0,0,1,59,6,7,-9.5,9.5,1,0,32.0,118.0,3.69,0.6336111111111111,30.0,6.0,2.0,1.0
410,420,410,STEELERS,CARDINALS,14,0,1,23,17,43.5,4.82456140350877,4.14035087719298,275,236,2,5,3,1,0,1,0,64,8,5,-2.5,2.5,1,0,35.0,140.0,4.0,0.5316666666666667,20.0,7.105263157894738,3.0,3.0
411,421,411,SEAHAWKS,RAMS,14,0,1,12,28,47.5,4.9677,6.791,308,455,1,0,5,0,1,0,1,71,10,3,1.0,-1.0,0,1,21.0,106.0,5.05,0.4822222222222222,64.0,5.611111111111112,2.0,2.0
412,422,412,49ERS,SAINTS,14,0,1,48,46,45.0,8.1905,6.8382,516,465,1,0,3,1,0,1,0,72,11,2,1.0,-1.0,0,1,24.0,162.0,6.75,0.4769444444444445,67.0,9.833333333333334,2.0,2.0
413,423,413,BUCCANEERS,COLTS,14,1,0,38,35,46.5,6.948717948717951,5.23728813559322,542,309,4,1,1,1,0,1,0,63,6,7,-3.0,3.0,1,0,28.0,75.0,2.68,0.5708333333333333,104.0,9.530612244897961,1.0,1.0
414,424,414,TITANS,RAIDERS,14,0,1,42,21,47.0,9.35593220338983,5.91666666666667,552,355,1,2,0,1,0,1,0,70,8,5,-3.0,3.0,1,0,32.0,161.0,5.03,0.4866666666666667,21.0,14.481481481481481,1.0,0.0
415,425,415,REDSKINS,PACKERS,14,0,1,15,20,42.5,4.4407,5.6833,262,341,1,4,4,0,1,1,0,73,3,10,13.0,-13.0,0,1,28.0,121.0,4.32,0.4933333333333334,25.0,5.222222222222221,1.0,1.0
416,426,416,CARDINALS,BROWNS,15,1,0,38,24,49.0,7.4167,5.8657,445,393,1,1,0,1,0,1,0,49,4,9,3.0,-3.0,0,1,35.0,226.0,6.46,0.4863888888888889,34.0,8.76,1.0,1.0
417,427,417,FALCONS,49ERS,15,0,1,29,22,50.0,4.7541,5.0484,290,313,1,1,2,1,0,1,0,44,5,9,10.5,-10.5,0,1,20.0,89.0,4.45,0.4866666666666667,98.0,5.153846153846153,1.0,1.0
418,428,418,RAVENS,JETS,15,1,0,42,21,44.0,7.28813559322034,5.43859649122807,430,310,0,1,1,1,0,1,0,58,12,2,-17.0,17.0,1,0,34.0,218.0,6.41,0.5272222222222223,35.0,8.833333333333334,0.0,0.0
419,429,419,BILLS,STEELERS,15,0,1,17,10,37.0,4.0781,4.0893,261,229,2,4,1,1,0,1,0,45,10,4,1.0,-1.0,0,1,38.0,130.0,3.42,0.5388888888888889,70.0,5.24,1.0,1.0
420,430,420,PANTHERS,SEAHAWKS,15,1,0,24,30,48.5,5.75,6.7937,414,428,3,2,1,0,1,0,1,46,5,9,6.0,-6.0,0,1,29.0,145.0,5.0,0.4783333333333333,15.0,6.404761904761906,1.0,1.0
421,431,421,BEARS,PACKERS,15,0,1,13,21,40.0,5.0,5.0345,415,292,3,1,3,0,1,0,1,47,7,7,4.0,-4.0,0,1,27.0,96.0,3.56,0.5727777777777777,35.0,6.018867924528303,2.0,2.0
422,432,422,BENGALS,PATRIOTS,15,1,0,13,34,42.0,5.0,4.619,315,291,5,2,0,0,1,0,1,48,1,13,10.5,-10.5,0,1,32.0,164.0,5.13,0.5475,25.0,4.870967741935483,2.0,2.0
423,433,423,BROWNS,CARDINALS,15,0,1,24,38,49.0,5.86567164179104,7.41666666666667,393,445,2,0,1,0,1,0,1,49,6,8,-3.0,3.0,1,0,23.0,152.0,6.61,0.5136111111111111,55.0,5.604651162790698,2.0,1.0
424,434,424,COWBOYS,RAMS,15,1,0,44,21,48.5,6.9853,4.25,475,289,0,2,0,1,0,1,0,50,7,7,-1.0,1.0,1,0,45.0,263.0,5.84,0.6016666666666667,16.0,9.217391304347826,3.0,3.0
425,435,425,BRONCOS,CHIEFS,15,0,1,3,23,43.0,4.4035,6.7581,251,419,1,3,2,0,1,0,1,51,5,9,10.0,-10.0,0,1,15.0,52.0,3.47,0.44083333333333335,72.0,4.975,1.0,1.0
426,436,426,LIONS,BUCCANEERS,15,1,0,17,38,46.0,4.6825,6.7808,295,495,3,2,2,0,1,0,1,52,3,10,5.5,-5.5,0,1,18.0,45.0,2.5,0.44472222222222224,10.0,5.813953488372092,1.0,1.0
427,437,427,PACKERS,BEARS,15,1,0,21,13,40.0,5.03448275862069,5.0,292,415,0,3,1,1,0,1,0,47,11,3,-4.0,4.0,1,0,24.0,100.0,4.17,0.4272222222222223,30.0,5.8181818181818175,0.0,0.0
428,438,428,TEXANS,TITANS,15,0,1,24,21,50.0,5.9365,6.4478,374,432,2,2,1,1,0,1,0,53,9,5,3.0,-3.0,0,1,35.0,140.0,4.0,0.5222222222222223,27.0,8.666666666666666,1.0,1.0
429,439,429,COLTS,SAINTS,15,0,1,7,34,48.5,3.9423,6.7302,205,424,0,0,1,0,1,0,1,43,6,8,8.5,-8.5,0,1,17.0,46.0,2.71,0.3938888888888889,49.0,4.676470588235294,0.0,0.0
430,440,430,JAGUARS,RAIDERS,15,0,1,20,16,47.0,4.9434,5.0556,262,364,0,4,2,1,0,1,0,54,5,9,7.0,-7.0,0,1,22.0,77.0,3.5,0.43,87.0,6.379310344827586,2.0,2.0
431,441,431,CHIEFS,BRONCOS,15,1,0,23,3,43.0,6.75806451612903,4.40350877192982,419,251,1,2,3,1,0,1,0,51,10,4,-10.0,10.0,1,0,25.0,92.0,3.68,0.5591666666666666,45.0,9.617647058823527,3.0,3.0
432,442,432,CHARGERS,VIKINGS,15,1,0,10,39,45.0,5.6557,5.5484,345,344,7,0,3,0,1,0,1,56,5,9,1.0,-1.0,0,1,19.0,62.0,3.26,0.4608333333333333,48.0,7.2564102564102555,1.0,1.0
433,443,433,RAMS,COWBOYS,15,0,1,21,44,48.5,4.25,6.98529411764706,289,475,1,0,2,0,1,0,1,50,8,6,1.0,-1.0,0,1,14.0,22.0,1.57,0.3983333333333333,29.0,5.134615384615385,0.0,0.0
434,444,434,DOLPHINS,GIANTS,15,0,1,20,36,47.0,5.5652,6.5397,384,412,1,1,3,0,1,0,1,55,3,11,3.5,-3.5,0,1,25.0,122.0,4.88,0.4813888888888889,42.0,6.390243902439026,3.0,2.0
435,445,435,VIKINGS,CHARGERS,15,0,1,39,10,45.0,5.54838709677419,5.655737704918032,344,345,1,3,0,1,0,1,0,56,10,4,-1.0,1.0,1,0,37.0,137.0,3.7,0.5391666666666667,41.0,8.28,4.0,4.0
436,446,436,SAINTS,COLTS,15,1,0,34,7,48.5,6.730158730158732,3.94230769230769,424,205,0,1,0,1,0,1,0,43,11,3,-8.5,8.5,1,0,33.0,117.0,3.55,0.6061111111111109,52.0,10.233333333333333,2.0,2.0
437,447,437,PATRIOTS,BENGALS,15,0,1,34,13,42.0,4.61904761904762,5.0,291,315,0,0,2,1,0,1,0,48,11,3,-10.5,10.5,1,0,32.0,175.0,5.47,0.4525,30.0,4.0,2.0,2.0
438,448,438,GIANTS,DOLPHINS,15,1,0,36,20,47.0,6.53968253968254,5.56521739130435,412,384,3,3,1,1,0,1,0,55,3,11,-3.5,3.5,1,0,33.0,138.0,4.18,0.5186111111111111,32.0,9.448275862068966,0.0,0.0
439,449,439,JETS,RAVENS,15,0,1,21,42,44.0,5.4386,7.2881,310,430,2,1,1,0,1,0,1,58,5,9,17.0,-17.0,0,1,24.0,103.0,4.29,0.4727777777777778,94.0,6.46875,1.0,0.0
440,450,440,RAIDERS,JAGUARS,15,1,0,16,20,47.0,5.05555555555555,4.94339622641509,364,262,0,2,4,0,1,0,1,54,6,8,-7.0,7.0,1,0,32.0,128.0,4.0,0.5700000000000001,51.0,6.5555555555555545,4.0,3.0
441,451,441,EAGLES,REDSKINS,15,0,1,37,27,38.0,5.68493150684932,6.90196078431373,415,352,1,1,2,1,0,1,0,57,7,7,-6.5,6.5,1,0,28.0,157.0,5.61,0.6158333333333332,54.0,6.0,1.0,1.0
442,452,442,STEELERS,BILLS,15,1,0,10,17,37.0,4.08928571428571,4.078125,229,261,5,1,4,0,1,0,1,45,8,6,-1.0,1.0,1,0,14.0,51.0,3.64,0.4611111111111112,30.0,4.684210526315789,1.0,1.0
